fullName,gender,dob,age,contactNumber,email,address,city,state,pin,employmentType,employerName,netMonthlyIncome,loanType,loanAmount,loanTenure,hasIdentityProof,hasAddressProof,hasBankStatement,hasSalaryProof,declaration,businessName,businessType,businessRegistrationNumber,businessStartDate,businessIncome,businessExpenses,businessAssets,businessLiabilities,loanApproved
Robert Conner,female,1972-12-24,50,305.360.8869,mpatel@example.org,604 Samantha Union Suite 665,New Ericshire,Indiana,54936,business owner,"James, Castillo and Roberts",6485.218670080228,business,18128.66495732902,33,False,False,True,True,True,"Roberts, Vega and Dillon",corporation,13f4ae2f-7f7b-4e71-98c2-bb0ffd2760a4,2023-06-23,41954.90540711398,10386.335637066626,24629.99464549306,5089.256884246509,False
Steven Hayes,male,1973-07-08,49,(582)907-8990,nathaniel51@example.com,524 Brian Courts,Cartermouth,West Virginia,28277,business owner,"Smith, Morris and Rojas",47900.42290350174,business,47737.887922274866,32,True,True,True,False,True,Mata-Holden,sole proprietorship,12ee4fc4-e5d5-4bfc-bc18-1ca9633ab693,2019-10-06,9159.188095229385,3295.321579248101,14128.97089203366,5770.751099100365,False
Kathryn Thomas,male,1971-01-22,47,(964)767-8571x376,davidhernandez@example.com,267 Jennifer Bypass Suite 449,Wallaceshire,Nebraska,99490,self-employed,"Jones, Beasley and Leach",38879.06348477568,business,71094.42208498114,29,True,False,False,False,True,Padilla and Sons,partnership,e55966b4-66ec-4bd7-bf5e-d76acdacee21,2008-07-05,22973.895561675014,7886.766264649359,15919.50360499792,6654.762672264187,True
Connor Gonzales,female,1958-11-10,53,001-946-544-0949x2211,bsimpson@example.com,305 Brennan Islands Suite 968,Rodriguezstad,Connecticut,49906,business owner,Thomas-Daugherty,32051.801893368345,business,46070.94498776702,26,False,True,False,True,True,Carroll Ltd,partnership,a67bb240-36ea-4f35-a298-60f53d8dd572,2015-07-22,29017.667979080685,15353.222861978702,44043.61345094243,7083.720859700245,False
James Walters,male,1985-10-04,37,+1-810-424-6536x9636,johnsonkyle@example.net,144 Monique Cliffs,North Dawn,Idaho,15639,self-employed,Vasquez Group,7072.0719058185,business,62857.25971616855,36,True,True,False,True,True,Parks-Johnson,corporation,0366ef6d-77c1-4e8d-b637-49668121cc1c,2012-06-01,9331.02726769248,8283.2135128784,44930.51602905502,7889.9657407285595,True
Christian Morrow,male,1985-02-19,50,+1-929-547-7130x868,rhiggins@example.net,612 King Terrace,East Patricktown,Texas,62859,self-employed,"Randall, Bean and Williams",21816.933595047372,business,87074.80425727357,26,False,True,True,False,True,Greene Ltd,corporation,5d1a3ad6-ff43-4c22-b4de-93b15567ff89,2007-08-08,37931.92520469014,19519.51351515647,36804.75840879338,6676.565316630338,True
Chelsea Shannon,female,2000-05-16,39,(828)792-0996x3765,casey63@example.net,6245 Jason Vista,Merrittchester,Delaware,66023,business owner,"Reynolds, Forbes and Logan",32304.53838727952,business,54008.25714960561,29,False,True,True,False,True,"Parker, Lewis and Galloway",corporation,a23082de-ef02-4a18-8c1c-46d2523aec8b,2007-03-02,29544.639339956546,3989.642177804526,22308.141732905635,3432.4641318611925,True
Wendy Tate,other,1969-11-12,66,+1-885-777-8210x99780,jamesdavis@example.com,566 Cook Square Apt. 036,North Johnfort,Washington,42860,business owner,Williams-Brandt,17144.218582429465,business,53481.95688778882,15,True,False,True,False,True,Montes LLC,sole proprietorship,027904ca-a5e9-4366-bb1e-317a740b7c1d,2020-08-27,49897.997547323124,12803.018424434082,32944.97868280531,6939.055891196707,True
Kevin Torres,other,1985-11-24,49,(484)761-9440,andersondebbie@example.net,291 Sara Ferry,South Justin,Oregon,51522,business owner,Johnson Inc,31274.7115127211,business,36933.35956015186,15,False,False,False,True,True,Moore-Jackson,corporation,b12051fc-09c5-4257-b8f6-9ffbf686ca39,2016-02-02,44878.450459332125,18297.501043748198,47622.158552084584,3223.2637743381397,False
Roberta James,female,1955-02-08,69,+1-774-270-6621x7212,hailey84@example.net,90736 Hill Glens,Pattersonfort,Montana,28339,self-employed,"Stevens, Riley and Fitzgerald",46493.796276228044,business,52265.462943258695,12,False,True,True,True,True,Craig-Thompson,corporation,7af0f98b-0500-43d9-9649-5f32a1bd6dc8,2017-03-29,25261.335831263033,15481.723705184935,14853.336558902864,3202.2806573559496,False
Kurt Wheeler,male,1970-09-06,28,001-649-519-5207x8765,charlesmurphy@example.org,0400 Jenkins Forest Suite 103,Jenniferport,Idaho,51318,self-employed,"Johnson, Parks and Holmes",16220.676316598341,business,50301.37603328863,19,True,False,False,True,True,Hernandez Inc,corporation,a9613b2c-6c03-4873-b921-ec817d0f2f39,2015-09-09,29829.845539565486,3175.346193127367,49075.89981090771,2922.8693331772074,False
Fernando Smith,male,1958-01-25,43,+1-962-214-1084x6448,wardpeter@example.net,75679 Reese Crescent,Lewisville,Alabama,14021,salaried,Soto Group,10357.40275793011,business,66064.0631121812,12,True,False,True,True,True,Perez PLC,sole proprietorship,46b191c5-07d0-4553-8d95-f821d2602c89,2000-12-24,30179.44498540135,4759.593031774297,25734.59179657136,2087.694391443708,False
Lisa Jordan,female,1966-11-20,19,001-883-668-1743x92824,timothy60@example.org,15739 Perkins Locks,North Brian,Colorado,23291,salaried,"Howard, Meyers and Carr",21928.066188730107,business,40384.67611187586,17,True,False,True,True,True,"Yoder, Ramos and Watts",sole proprietorship,d6917c6e-8cc3-4367-a65d-3a29c84ab190,2000-10-08,32097.709886678014,16692.517974923932,11418.146940456158,8169.6022132286,True
David Carroll,male,1981-03-31,39,630.755.1153,belindaclark@example.org,555 Morgan Hill,North Kristenland,South Dakota,68786,self-employed,Mitchell Group,8950.973584694415,business,16980.685654359295,28,True,True,False,True,True,Spence-Warner,corporation,750c8488-c2d2-48c7-9232-f0731a7ae52b,2020-11-05,17721.1768236793,11788.490456317373,23969.039156776103,8436.866228395353,False
Sarah Murillo,other,1953-07-25,28,(846)940-0485x8590,vfernandez@example.net,347 Melanie Knoll,North Jeffery,Nevada,91650,salaried,Rose-Smith,25917.634586914035,business,91175.07479368243,34,True,False,True,True,True,Powell PLC,corporation,0ca7fd39-61c1-45ac-8052-99c3300e8967,2003-05-16,20357.640296033635,10348.626828411987,49452.570177536225,9517.022787886219,True
Jenna Simon,other,1955-08-27,22,001-778-669-3755x926,radams@example.com,775 Bell Street Suite 475,East Rachelland,Oklahoma,70305,self-employed,Jackson Group,44603.61961174226,business,45643.85555865863,21,True,True,True,False,True,Brooks Inc,partnership,2bce433f-3961-471b-992d-5755b46c43ed,2019-08-07,43956.503129473334,18909.31169447346,25456.487419951423,2948.1657014044345,True
Victoria Bell,female,1999-04-16,63,681-677-2070x9276,sharonjones@example.com,1836 Ryan Bypass Suite 547,Blaketown,Nevada,19710,self-employed,Williams-Martinez,20643.67786566204,business,16377.348033019754,25,False,True,False,False,True,Orr PLC,corporation,0a522027-cf3c-4307-ba92-7b1671bcd164,2010-03-11,28416.74593045537,12388.112401828726,36175.39082088243,8438.165640867726,False
Henry Garcia,female,1971-01-31,51,871-356-1244x5417,ryantorres@example.org,01742 Miller Field,North Aaronside,Utah,15325,self-employed,Ayers Inc,29163.8307236671,business,89615.59987165079,20,False,False,False,False,True,Pitts-Turner,partnership,6bb2dc0d-0e02-4fb2-91ba-4c7f186c4cdf,2020-05-09,24925.242298288016,2197.691046381318,49819.14518674113,9962.550321389563,False
Shawn Palmer,male,1976-06-20,55,+1-346-481-2330x33943,cking@example.com,93710 Williams Points Suite 904,Martinville,California,81383,salaried,"Garza, Hanson and Wood",29521.235434460625,business,35649.77380388504,12,False,True,True,False,True,"Guerrero, Waller and Kelley",corporation,c9d8b671-5eb0-4d0d-a5b8-3333670803a3,2001-06-24,11272.356960963141,10080.764816592548,11205.755733339221,6388.514747216214,False
Brad Flores,other,1971-08-09,35,(865)541-6415x6630,williamgarcia@example.com,90539 Petty Cove,Josephland,Mississippi,56724,salaried,Huffman-Mendoza,33150.560997259905,business,16220.855476615769,36,True,True,False,False,True,Wagner-Fuentes,sole proprietorship,ed888bf4-3e25-4768-95ca-68be077e1e87,2016-01-23,7134.091543232171,18481.89226280895,10946.723461808351,6326.558617256831,True
Alison Williams,other,1981-08-13,47,001-832-825-0460x8344,arnoldjeremy@example.net,81150 Taylor Village,West Janetfurt,South Carolina,29299,self-employed,Gonzales-Daniels,30681.932343119137,business,14088.967941499604,26,False,False,False,True,True,"Cooper, Smith and Johnson",sole proprietorship,5d3c2e8b-882b-4488-b866-0d8b6ab72ef7,2002-08-05,10341.729709635954,11125.087229654824,41946.03677384845,5457.565456233182,False
Bradley Charles,male,2000-07-17,52,001-782-473-9482x6038,dannyferguson@example.com,339 Bryce Cliff Apt. 784,Jacksonport,Georgia,84883,business owner,Hendrix-Kim,4984.2495738776615,business,37777.36362468779,19,False,False,False,True,True,Palmer-Porter,corporation,2f688a9a-2d86-40e4-88f5-4a27b4ab6b94,2002-11-27,47490.897263280785,13614.915018852747,41877.138995253,9940.593702594815,True
Michael Thomas,male,1976-09-23,26,(521)553-6382,jasmine49@example.com,633 Kenneth Lodge,Christinafurt,North Dakota,90832,salaried,"Matthews, Owens and Melton",13714.24230391784,business,36686.65209429366,22,False,True,True,True,True,Green Inc,sole proprietorship,69e4d0f2-df17-46aa-86c3-b715d25800e8,2003-10-08,12460.800583483662,13568.997234745319,23479.785180659852,7941.358165647249,True
Robin Jackson,male,1986-04-02,33,731-335-5965,cardenaskelli@example.org,98526 Munoz Road Apt. 558,Cindytown,Pennsylvania,55702,salaried,Davenport-Brewer,23018.422342906186,business,38732.081177826825,19,True,False,True,False,True,Evans-Duncan,partnership,ee831cf9-8422-408b-9732-b47b03f08397,2002-12-08,22490.273418022436,17364.931052285207,41386.02352003896,5663.103851457874,False
Albert Johnson,female,1955-07-21,50,889-973-6403,lthomas@example.com,63612 White Branch Apt. 727,Kaufmanmouth,Utah,19420,self-employed,Wang PLC,43902.76851728173,business,47999.22643945159,36,False,False,True,True,True,"Mason, Webster and Hall",sole proprietorship,f9c26d5d-e6f4-43c9-82a6-f6798e8e7db8,2011-12-28,5814.597743356869,18665.494976464368,40983.92971477547,1159.1496510085108,True
Robert Schroeder,female,1994-06-22,52,(922)514-6380x90891,gomezmichael@example.com,080 Kimberly Estate,Andersonmouth,Iowa,35927,salaried,Williams-Becker,17712.809568820514,business,35589.0410373372,35,True,True,False,False,True,Chapman Ltd,sole proprietorship,1144c2eb-2c0a-4c47-a427-227acbdd58d1,2014-08-27,36408.908592321546,6226.141432988884,26271.216556132655,2077.1083786552986,True
Amy Jones,male,1980-01-03,40,654.340.5415x3765,melissa57@example.com,73448 Amanda Port Apt. 212,East Danielle,Washington,37198,self-employed,"Maxwell, Frederick and Mccoy",29967.0767491003,business,66550.3773155832,13,True,True,True,True,True,Hooper-Schaefer,partnership,15aabb18-478e-4504-a6da-77af08d11a2d,2000-07-09,21696.82166566579,15752.479940743755,35008.831509465934,3248.673107221092,False
Heidi Taylor,other,1991-08-13,33,202-858-5495,cooleysamantha@example.net,355 Jerome Crossing,Port Destiny,Massachusetts,23967,self-employed,Yang and Sons,15831.771013700762,business,91997.95108449248,20,False,True,True,True,True,"Peterson, Cohen and White",partnership,264ce0c2-fc05-4add-9f53-6bc950ae90f7,2010-05-20,29500.83227013728,11331.041251873936,29491.950529496044,6107.164819957049,True
Angela Rivera,male,1987-12-11,46,3514017533,banderson@example.org,52716 Brandy Station,North Rhonda,Washington,88797,salaried,Smith-Branch,16608.49816525489,business,44846.56447994005,26,False,True,True,False,True,Melton-Chavez,sole proprietorship,838d3553-2258-4824-90cf-0443564a7d28,2021-02-22,15991.688864288839,19512.27158935821,21335.655593391624,5858.689039609299,False
Philip Duke,female,1972-12-07,60,493.748.2764,johnmartin@example.org,90736 Jorge Views,South Johnton,Indiana,83293,business owner,"Rodriguez, Pratt and Hansen",45841.85145624158,business,28962.348905735027,29,True,False,False,True,True,Armstrong and Sons,sole proprietorship,4f026061-412d-4e38-9103-4e60e8b0972e,2004-08-31,13797.056754434125,2328.094680939383,40394.549099627126,2426.051213938802,True
Michelle Mccarty,male,1970-04-07,50,+1-957-665-1427x90651,kara58@example.com,310 Jackson Estate Suite 803,Lake Kimberly,Connecticut,45002,business owner,Thomas LLC,31948.77715563045,business,78342.94430983583,17,False,False,True,False,True,Meza-Garcia,corporation,c7061532-9b6b-4540-8b79-a315edabb54b,2024-03-07,28396.571586713835,18780.553404668364,30626.045472595797,7861.4928289760755,True
Kimberly Hart,female,1958-03-07,64,328-989-2141,michael98@example.org,1350 Jennifer Forges Apt. 429,Mooreport,Mississippi,40171,self-employed,Rhodes-Watts,47149.63091307933,business,90782.13255230046,30,True,True,False,True,True,"Jones, Butler and Jones",partnership,845b716f-b415-4203-bd3d-d51b290f65fe,2016-06-08,7033.872593958584,15864.11260457362,43578.66945233703,8990.375586045053,True
Diana Rodriguez,female,1965-02-14,47,653-546-2684x63710,harperandrew@example.net,446 Moreno Mountains Suite 613,Hornfurt,Maryland,98644,salaried,"Hutchinson, Smith and Logan",2079.3543437845124,business,14268.508743458813,34,False,False,True,True,True,Parker-Sanchez,corporation,6ad9f712-4e7e-4d11-a00b-e66148557ddf,2018-04-04,20751.444205066073,7710.209957540383,10258.938248269511,9941.421886640304,False
Emily Mccarthy,other,1970-11-24,70,939-259-6088x35247,mary12@example.org,098 Victoria Crescent Apt. 270,East Michael,Nevada,88863,business owner,Williams-Thomas,30630.26758052514,business,21683.664543768093,26,False,True,True,False,True,Stephens-Kim,partnership,b535380d-8e4d-4c96-b0b5-4c34b15615b1,2003-12-07,46519.50807019936,11513.855968260083,29069.156087449916,1643.0107418657049,False
Kayla Garcia,other,1955-08-03,52,596.572.0258x23160,allisondaniel@example.net,0307 Johnson Court Suite 375,South Terryborough,Tennessee,97090,self-employed,Thompson-Wheeler,47686.27252627459,business,79239.6314531074,12,False,True,True,True,True,Thomas PLC,partnership,b9aaf460-e7f7-46fa-9c84-89edc22ae514,2002-03-03,46561.01820162779,7134.304062259395,28054.858623912012,9001.094914392525,False
Courtney Hines,other,1959-06-06,19,(483)325-9770x28825,katherine34@example.org,5902 Adam Field Apt. 517,Gillshire,North Dakota,34603,salaried,"White, White and Jones",26552.866969304778,business,41503.63647382987,13,True,False,False,False,True,Morales-Roberts,sole proprietorship,26762ea5-4e99-4aeb-b219-7b59064e9adc,2004-04-01,25180.236508410344,2642.9254593153373,47093.7519322697,2114.3540743125313,True
Jill Smith,other,1969-09-10,45,9693542704,gsmith@example.net,260 Eaton Key,Perryton,South Dakota,74315,business owner,Roberts Ltd,6325.405100121271,business,25733.654209352473,28,False,False,True,False,True,"Mills, Daniel and Nelson",corporation,bc5bb719-fd3c-4650-b2e7-3e133e4aed3d,2003-03-05,38121.57403455584,9252.858865595019,38483.96287798343,7523.454581443598,False
Tyler Olson,male,1954-09-26,63,001-472-255-5507x0937,melissa96@example.com,96971 Ryan Alley,Lake Shanechester,Vermont,95659,business owner,Jones Inc,26078.054042630498,business,60189.72896327442,35,True,False,True,True,True,Gillespie-Jackson,partnership,73a7fb38-66ae-47f0-add8-c63464e0e345,2012-02-23,22315.27269935445,18361.03687015336,49957.65597033276,5017.1572254805615,False
Michael Stevens,other,1954-06-19,49,7798994763,awallace@example.com,22801 Kelly Orchard Suite 270,Millershire,Mississippi,53118,salaried,Smith-Fleming,23846.33031525356,business,88908.30786567403,22,True,True,False,True,True,Smith-Schroeder,corporation,18029dc5-8973-481e-b3e9-8ee0c36de4f7,2017-12-11,9592.422221162635,3263.8543897055397,24262.92199788863,9839.683052709424,False
Annette Edwards,male,1971-10-03,56,001-523-569-6741,vgarcia@example.com,6120 Jane Parks,Andradefort,Pennsylvania,72749,business owner,Jensen Group,22557.528248720155,business,20000.01224882524,32,True,True,False,False,True,Mitchell Ltd,partnership,5be95681-97dc-4969-835d-f963e8403211,2009-03-25,48113.755146357464,12091.98053773755,29728.14798847455,3709.0806167157775,True
Cory Gillespie,male,1984-05-07,65,(319)630-7960x43709,connerelizabeth@example.com,11940 Martinez Ways Apt. 655,Velezland,Tennessee,80431,self-employed,"Mitchell, Welch and May",37303.05463814363,business,36111.86256787634,18,True,True,False,True,True,Mitchell-Martinez,partnership,7d4c21b5-acd6-4fb1-8cc5-855aa8e80da8,2010-07-21,8815.328303693714,14704.784676987323,41211.95413186823,8071.889864303526,True
Carla Nunez,other,1966-10-30,54,384-722-4910x190,zhayden@example.net,14518 Kristy Hills Suite 079,South Ginafurt,Vermont,74771,self-employed,Zimmerman PLC,37754.03477969312,business,72219.5719101883,27,True,False,True,False,True,Lopez and Sons,corporation,2a47c420-4b7c-47bb-994a-d84ea24593a8,2016-03-26,20126.06320272293,17434.652267441536,18082.307424989744,7898.456631036457,False
Vanessa Cruz,female,1997-01-15,57,367.322.1480x995,bnelson@example.net,45227 Carpenter Parkway Suite 140,South Brian,Colorado,73240,self-employed,Jimenez Inc,8238.43167834365,business,31828.532533281978,19,True,True,False,True,True,"Campbell, Carlson and Hughes",corporation,a60b97c6-6dc1-447f-9cb0-c326df988a47,2011-01-23,7146.936017422865,14018.637521414712,36135.746739412294,4579.65831983022,True
Dennis Barnes,male,1992-10-17,50,215-262-6711x6702,collierpeter@example.com,440 Jose Manors,Johnsonfort,Idaho,09616,salaried,Marsh-Campbell,32587.783601575673,business,33978.603440218096,36,False,True,True,False,True,Best-Griffith,corporation,8ec2b7da-81e5-42ca-9567-fea6dc00685e,2006-10-21,25083.68352932158,18727.218333504905,17690.711782657843,6124.354819002873,False
Mr. Cory Walsh,male,1970-02-16,31,001-960-937-7953x05313,ihood@example.org,27125 Moore Crossroad,New Heatherport,Illinois,27021,salaried,Hawkins-Campbell,48115.48099428784,business,12368.789843247023,24,True,False,True,False,True,"Schneider, Harris and Ellis",corporation,058ab7c8-b110-4035-8bba-30d8de174b35,2014-10-08,24488.204896293977,12316.280071097866,39522.50186834396,7772.12874404928,True
